Soil Type,Soil Moisture (%),Temperature (°C),Rainfall (mm),Humidity (%),Seed Type,Depth (inches)
sandy,75.52,33.12,15.17,39.69,wheat,1.16
clay,46.66,36.19,17.84,73.17,peanuts,3.25
loamy,51.43,33.81,18.75,66.35,soybean,1.14
loamy,19.85,25.78,23.13,82.16,barley,2.08
loamy,62.74,29.76,12.19,68.12,cotton,1.22
clay,3.46,25.79,3.48,12.93,maize,3.64
loamy,39.45,23.18,9.27,51.56,rice,2.7
sandy,6.45,-17.8,4.62,31.98,beans,3.38
sandy,77.89,41.93,2.49,43.08,soybean,1.01
sandy,60.37,-6.61,20.93,54.03,beans,3.93
clay,31.74,40.79,1.32,65.18,wheat,1.01
sandy,16.92,-2.9,20.29,99.87,peanuts,3.86
loamy,2.31,26.07,17.94,9.16,rice,2.55
loamy,54.11,43.52,26.0,61.89,cotton,1.11
sandy,86.0,-10.31,12.63,24.7,maize,3.32
clay,0.82,5.32,15.54,10.71,carrot,1.23
clay,25.31,31.42,23.69,2.09,corn,1.91
loamy,31.04,15.01,5.76,49.71,rice,2.04
clay,27.57,27.7,6.94,30.0,carrot,1.22
loamy,16.03,3.99,12.78,28.51,barley,1.72
sandy,3.14,-6.48,2.04,30.03,beans,4.87
clay,67.28,-0.12,15.17,89.16,soybean,1.08
loamy,47.5,21.25,9.01,59.32,rice,2.69
clay,92.16,39.86,20.89,65.92,wheat,1.48
loamy,46.86,17.81,9.94,59.07,corn,1.57
clay,13.38,32.73,9.21,15.35,corn,1.84
loamy,32.38,20.83,8.05,41.24,barley,1.55
sandy,84.03,33.12,12.22,0.83,carrot,1.43
loamy,50.48,36.88,21.49,68.47,wheat,1.28
sandy,13.77,-10.63,2.89,19.49,peanuts,4.13
loamy,46.9,5.31,15.65,28.29,wheat,1.21
loamy,33.45,19.03,6.2,42.09,rice,1.56
sandy,20.51,5.17,4.97,22.99,corn,2.92
sandy,7.44,-11.1,8.12,65.92,corn,2.49
sandy,28.25,7.72,0.8,1.89,beans,4.66
loamy,60.15,29.41,12.91,93.53,carrot,1.17
loamy,40.64,21.03,9.94,36.3,rice,2.79
sandy,17.96,-5.6,21.31,17.0,barley,1.86
sandy,37.25,43.37,26.24,5.59,sunflower,2.24
loamy,18.3,13.44,11.63,27.61,peanuts,3.73
sandy,28.63,26.36,19.35,80.4,sunflower,2.57
sandy,12.52,-3.32,0.7,38.4,peanuts,4.19
sandy,28.47,-16.25,3.96,16.88,maize,4.8
clay,93.83,13.2,16.26,78.12,wheat,1.13
sandy,4.67,-24.31,3.87,37.12,peanuts,4.46
clay,88.12,42.06,7.73,66.43,corn,1.74
loamy,95.54,32.19,16.39,83.67,cotton,1.48
loamy,41.01,23.81,7.6,48.93,barley,2.07
loamy,93.58,43.45,18.72,86.58,wheat,1.02
loamy,53.08,29.43,12.24,86.21,soybean,1.4
loamy,38.93,37.71,11.43,62.02,carrot,1.09
loamy,97.79,43.8,14.55,72.69,carrot,1.24
clay,62.39,-10.61,10.72,88.61,maize,3.46
loamy,87.65,-6.47,15.84,40.31,sunflower,2.72
sandy,2.52,-24.3,0.95,15.3,maize,4.33
loamy,32.59,15.59,9.25,55.75,sunflower,1.8
clay,11.41,-9.35,16.31,88.63,barley,2.65
sandy,39.06,37.67,19.82,97.47,peanuts,3.76
loamy,42.65,17.51,5.54,53.27,rice,2.43
clay,46.91,40.01,21.33,77.21,maize,4.93
sandy,26.88,-24.85,2.99,32.67,beans,3.04
loamy,87.62,-11.6,18.54,3.18,corn,1.57
sandy,48.71,-5.18,6.62,12.68,sunflower,2.57
sandy,42.87,42.88,9.17,62.6,rice,2.68
loamy,73.16,5.4,0.88,42.51,corn,1.99
loamy,31.57,21.63,9.04,41.47,sunflower,2.67
loamy,40.53,21.93,3.54,14.73,rice,2.08
loamy,35.8,20.24,27.03,12.42,cotton,1.44
loamy,41.41,22.18,9.42,55.04,sunflower,1.61
loamy,85.83,-4.22,25.1,31.44,sunflower,2.24
loamy,56.48,43.22,4.93,41.8,soybean,1.01
sandy,16.92,-17.05,1.62,38.53,maize,4.79
clay,68.36,-0.62,29.5,58.03,corn,2.57
loamy,41.61,17.26,7.09,31.13,corn,2.74
clay,32.23,7.42,20.99,16.63,barley,1.74
sandy,39.44,13.17,1.05,84.8,carrot,1.05
clay,29.85,38.59,26.48,14.18,maize,3.68
clay,72.21,36.84,17.48,77.17,soybean,1.34
clay,97.06,30.19,16.98,64.56,carrot,1.23
loamy,97.8,2.91,0.77,70.22,corn,1.58
loamy,37.11,17.59,8.11,41.86,corn,2.88
loamy,58.06,0.09,1.9,33.64,cotton,1.1
loamy,45.69,23.47,8.38,42.37,sunflower,2.65
loamy,49.64,20.3,6.9,44.43,barley,1.5
clay,2.69,-6.35,18.33,72.2,peanuts,4.24
sandy,30.36,29.79,27.45,26.57,barley,2.11
clay,57.8,19.28,9.23,12.52,carrot,1.12
loamy,95.51,36.49,27.46,81.32,cotton,1.14
sandy,50.48,19.73,10.17,31.2,corn,2.86
loamy,26.93,40.52,9.02,22.59,barley,2.54
clay,82.82,36.75,28.37,74.3,carrot,1.08
loamy,44.09,-12.62,25.25,22.4,barley,2.09
sandy,44.9,41.16,27.23,53.47,soybean,1.14
clay,79.45,10.78,17.9,67.49,cotton,1.05
sandy,11.47,9.28,4.34,4.1,beans,4.07
loamy,43.21,16.45,24.69,37.98,beans,4.09
sandy,16.73,-10.64,3.5,20.09,beans,4.25
loamy,97.8,-11.51,11.39,55.71,sunflower,2.09
loamy,31.62,24.66,7.79,57.75,barley,2.78
loamy,77.78,28.09,11.06,81.74,carrot,1.1
clay,61.83,26.24,21.9,24.18,rice,2.56
loamy,32.61,17.31,7.98,40.81,barley,2.64
loamy,13.93,43.17,13.49,55.5,peanuts,3.4
sandy,21.32,7.47,3.95,18.55,beans,4.13
sandy,28.06,-4.84,2.69,33.66,beans,4.21
loamy,37.16,44.18,4.13,24.26,barley,2.67
loamy,93.01,40.85,11.86,70.09,soybean,1.46
loamy,42.02,21.68,9.46,49.89,sunflower,1.66
loamy,69.01,26.61,15.27,95.7,carrot,1.17
loamy,64.11,32.33,11.16,77.5,cotton,1.29
sandy,72.77,-6.24,27.45,3.52,rice,1.78
loamy,75.57,35.06,19.08,61.6,carrot,1.19
loamy,76.18,29.04,15.96,0.56,soybean,1.24
sandy,29.11,-6.54,0.26,6.84,beans,3.3
sandy,60.11,5.25,14.16,20.88,sunflower,2.28
loamy,94.43,33.93,28.98,65.92,soybean,1.24
loamy,56.71,38.98,29.6,87.65,wheat,1.39
clay,54.69,-13.84,26.52,85.78,cotton,1.25
sandy,8.16,-22.17,1.58,6.04,peanuts,3.19
sandy,26.31,-8.95,1.71,1.15,peanuts,3.1
clay,77.05,16.39,12.51,25.5,rice,2.9
loamy,87.43,7.74,25.84,42.21,barley,2.85
clay,67.02,41.98,24.3,72.19,cotton,1.17
loamy,36.39,15.14,7.66,32.08,sunflower,2.93
loamy,43.89,16.13,9.9,56.86,rice,1.68
sandy,27.17,-13.16,18.83,11.34,beans,4.93
loamy,73.22,26.94,18.25,69.16,soybean,1.38
clay,70.46,26.46,16.3,75.71,wheat,1.3
sandy,9.71,-6.55,8.13,90.97,corn,2.24
loamy,4.85,1.89,0.03,33.36,carrot,1.43
loamy,39.73,15.04,6.54,44.35,sunflower,1.89
loamy,40.52,21.36,5.13,35.69,sunflower,2.01
clay,59.23,22.01,20.68,39.72,beans,3.9
sandy,9.36,-5.49,0.86,8.46,peanuts,4.14
clay,13.04,0.2,17.42,89.0,maize,4.2
sandy,23.73,13.18,3.48,30.89,beans,4.56
loamy,18.98,31.61,27.66,26.16,barley,2.54
sandy,11.33,-0.33,2.09,15.85,maize,4.37
clay,19.23,26.86,21.47,99.11,cotton,1.17
sandy,74.46,42.98,13.97,65.4,corn,2.58
sandy,6.95,-24.61,0.3,5.68,maize,4.72
clay,63.81,31.68,27.09,67.11,wheat,1.32
sandy,50.42,32.12,26.2,97.78,soybean,1.04
loamy,30.14,23.11,8.27,57.4,corn,2.81
sandy,20.37,7.47,3.45,2.67,peanuts,3.72
clay,63.81,24.64,1.85,5.39,maize,3.23
loamy,75.97,41.58,27.78,70.96,cotton,1.14
loamy,45.38,22.88,7.16,51.84,barley,2.96
loamy,69.51,29.49,16.28,69.27,carrot,1.38
clay,42.9,29.48,9.81,78.12,peanuts,3.85
clay,83.07,25.61,17.43,71.29,wheat,1.07
loamy,43.83,22.76,7.87,45.5,barley,2.24
loamy,53.01,4.92,6.44,30.89,carrot,1.04
clay,80.66,28.24,26.92,89.68,wheat,1.16
clay,40.82,8.84,25.38,70.5,cotton,1.4
loamy,68.86,44.13,29.72,62.26,carrot,1.38
loamy,13.48,2.4,2.83,45.7,rice,2.69
loamy,51.11,27.96,13.13,67.67,soybean,1.29
loamy,89.77,28.46,28.47,75.11,wheat,1.14
clay,22.26,41.95,23.54,1.73,peanuts,4.9
sandy,20.19,9.71,2.18,6.25,maize,3.59
clay,70.3,23.42,1.48,73.77,carrot,1.18
loamy,39.83,12.97,17.37,30.45,rice,2.43
sandy,87.26,20.32,16.99,13.87,sunflower,1.6
sandy,90.19,39.2,18.02,60.53,corn,2.04
loamy,33.03,17.89,5.22,41.26,corn,1.94
loamy,90.12,39.52,22.35,98.0,carrot,1.25
loamy,12.77,-9.49,14.57,93.13,maize,3.62
clay,47.4,30.14,12.7,23.56,soybean,1.45
sandy,62.46,32.32,20.29,48.9,barley,1.74
loamy,66.2,-4.66,17.62,21.62,beans,3.47
clay,70.47,30.21,10.39,98.66,carrot,1.42
sandy,29.82,-6.98,23.17,97.25,barley,2.7
clay,64.07,39.94,25.23,70.47,cotton,1.03
loamy,38.72,-3.59,29.8,90.59,carrot,1.17
clay,51.96,41.69,10.8,97.61,cotton,1.34
loamy,40.53,17.7,6.6,52.19,barley,2.18
loamy,47.66,20.02,5.6,54.56,barley,2.42
sandy,93.01,-2.11,7.82,19.37,maize,4.15
loamy,40.49,26.81,12.46,50.28,barley,1.54
sandy,13.3,-10.52,15.84,38.75,maize,4.32
clay,81.99,38.64,27.33,90.8,maize,4.85
loamy,96.31,2.22,24.34,13.6,barley,2.01
clay,75.66,35.29,11.3,84.8,soybean,1.35
sandy,4.03,7.03,0.48,25.07,peanuts,3.92
clay,92.38,31.86,24.5,63.69,cotton,1.42
loamy,85.27,42.7,27.25,66.14,soybean,1.17
loamy,45.72,19.12,5.28,44.41,corn,2.55
clay,35.21,40.49,25.82,99.39,rice,1.72
loamy,33.58,19.6,5.18,44.02,barley,1.82
loamy,82.86,4.13,4.1,40.94,peanuts,3.38
loamy,2.9,39.26,12.71,67.2,corn,2.08
clay,33.63,3.51,7.21,5.75,soybean,1.13
loamy,43.2,23.98,9.82,46.4,corn,2.16
loamy,89.94,21.53,17.27,1.04,peanuts,3.86
loamy,50.81,27.14,14.78,79.54,wheat,1.08
loamy,49.63,19.31,5.43,41.9,sunflower,2.1
loamy,48.11,19.36,6.5,43.28,rice,2.88
sandy,15.44,0.02,6.5,61.63,wheat,1.06
loamy,37.26,20.63,8.26,44.23,corn,1.85
loamy,98.35,32.91,29.73,96.96,wheat,1.36
loamy,13.92,-14.55,5.73,30.46,barley,2.21
clay,20.28,29.28,29.23,91.21,maize,3.16
clay,41.53,44.32,23.59,65.67,soybean,1.05
sandy,46.19,43.19,10.34,42.14,rice,1.62
sandy,11.41,0.59,2.01,20.15,beans,3.74
sandy,21.29,1.26,4.43,9.33,beans,3.79
clay,88.91,42.69,26.48,63.25,soybean,1.4
loamy,18.71,32.36,20.54,94.37,peanuts,4.18
loamy,37.37,18.03,6.28,53.29,rice,2.65
clay,90.15,6.73,9.66,44.97,beans,4.77
loamy,30.76,39.69,9.39,66.24,corn,2.47
loamy,67.3,42.55,17.35,74.28,soybean,1.34
sandy,58.19,-6.98,26.37,95.04,cotton,1.1
loamy,48.32,19.86,5.09,36.1,sunflower,1.54
sandy,96.49,-3.55,18.15,18.78,cotton,1.37
sandy,6.84,-23.02,0.12,18.39,maize,4.44
loamy,47.0,22.51,6.26,30.86,sunflower,2.81
loamy,32.57,16.95,6.09,56.77,barley,2.34
sandy,66.46,2.59,27.89,70.97,carrot,1.1
clay,32.12,-6.68,19.92,5.76,barley,2.3
loamy,42.31,21.85,9.93,32.99,corn,2.99
clay,80.01,34.86,14.73,81.7,soybean,1.07
loamy,67.42,32.0,29.14,79.29,soybean,1.03
loamy,54.31,39.4,11.16,64.74,cotton,1.07
clay,37.24,40.48,13.94,26.39,rice,2.75
sandy,48.52,4.15,12.56,39.17,soybean,1.32
clay,72.54,13.31,10.04,96.95,beans,4.36
sandy,4.06,37.72,29.35,83.13,rice,1.64
loamy,31.72,16.29,5.79,30.7,rice,2.25
sandy,10.47,14.03,4.14,21.81,maize,3.5
sandy,5.36,15.62,2.31,23.89,barley,2.81
sandy,14.34,6.13,0.76,35.87,peanuts,3.32
loamy,98.38,37.0,11.21,98.44,wheat,1.27
clay,28.64,43.28,11.77,65.72,beans,4.69
clay,77.8,25.97,16.6,61.36,carrot,1.36
loamy,54.59,25.97,24.14,75.86,wheat,1.21
clay,82.14,38.85,3.31,88.75,beans,4.15
sandy,21.77,30.41,0.22,28.53,carrot,1.4
clay,33.13,3.12,3.17,85.29,rice,2.1
sandy,7.56,-11.09,0.95,14.84,maize,3.55
clay,5.93,11.32,16.84,94.43,wheat,1.3
clay,62.06,29.21,18.36,84.39,soybean,1.45
loamy,71.8,37.3,7.08,83.65,corn,2.44
clay,44.54,4.11,28.62,11.53,soybean,1.24
loamy,35.06,16.23,5.99,58.73,rice,1.61
loamy,42.88,22.73,9.55,47.64,sunflower,2.93
sandy,0.21,4.61,4.93,24.68,beans,3.74
loamy,43.86,21.92,5.49,44.72,corn,2.34
clay,52.02,23.49,17.14,4.3,peanuts,4.79
sandy,22.8,1.97,2.62,4.49,beans,3.0
clay,60.16,39.86,20.3,61.39,cotton,1.02
sandy,21.05,-16.73,3.75,9.39,maize,4.85
sandy,38.52,7.76,11.57,96.1,barley,2.99
clay,84.26,17.91,1.23,38.93,carrot,1.22
loamy,78.73,43.19,27.14,83.66,soybean,1.0
sandy,88.06,44.07,18.39,99.24,soybean,1.06
clay,64.76,33.73,19.99,86.57,wheat,1.33
sandy,14.94,-7.76,1.01,3.03,sunflower,2.83
sandy,0.92,0.06,1.96,31.97,peanuts,3.13
loamy,31.26,16.39,8.15,49.72,corn,2.48
clay,77.17,25.12,14.81,27.89,maize,3.86
loamy,28.99,20.39,3.14,60.13,barley,2.64
loamy,69.49,-7.37,20.78,71.58,carrot,1.09
clay,33.46,27.56,12.61,51.16,wheat,1.36
clay,57.45,-0.15,21.01,56.22,maize,3.31
clay,88.12,-7.68,1.16,21.66,rice,2.96
clay,68.46,-4.12,24.15,17.7,beans,4.96
sandy,6.48,-5.48,0.42,29.35,maize,3.22
loamy,99.38,38.7,17.62,76.46,wheat,1.37
loamy,63.97,13.46,7.61,50.03,carrot,1.42
sandy,11.23,-9.33,1.99,32.37,maize,3.13
loamy,49.48,22.02,6.79,50.15,corn,1.62
loamy,30.18,4.86,23.23,63.29,maize,3.4
clay,54.13,31.98,23.84,63.86,soybean,1.35
sandy,28.54,-14.21,2.91,10.05,peanuts,4.26
loamy,2.64,28.54,20.73,35.74,rice,1.96
sandy,19.11,-3.29,2.22,3.19,beans,3.39
sandy,27.56,43.81,0.15,90.45,carrot,1.15
loamy,41.57,25.0,8.1,45.27,sunflower,2.76
loamy,61.79,28.93,18.76,89.66,carrot,1.16
sandy,11.96,1.88,4.68,19.28,beans,4.76
sandy,7.54,-13.59,0.07,17.9,maize,3.28
clay,84.37,37.27,3.39,53.25,peanuts,4.86
sandy,27.43,-13.85,3.33,5.39,maize,4.26
loamy,8.93,-9.72,2.46,93.6,wheat,1.07
loamy,95.63,-9.91,5.07,52.66,wheat,1.41
sandy,35.19,17.14,0.27,81.43,soybean,1.5
sandy,2.93,16.68,21.54,75.63,cotton,1.06
loamy,79.75,41.0,18.61,62.63,wheat,1.31
loamy,66.81,34.36,14.94,81.09,soybean,1.07
loamy,82.3,25.97,29.15,89.21,wheat,1.03
clay,37.39,-1.31,11.27,80.31,peanuts,3.93
loamy,40.81,19.33,5.32,46.76,corn,1.73
clay,61.6,5.98,22.54,75.21,rice,2.85
loamy,15.69,14.06,21.19,4.99,barley,2.87
loamy,27.15,24.9,28.05,99.93,sunflower,2.01
loamy,89.82,39.91,22.43,74.54,cotton,1.3
sandy,31.4,-0.65,18.72,45.75,corn,2.57
clay,62.71,25.63,12.08,0.67,maize,3.68
clay,92.25,6.33,29.34,65.01,cotton,1.12
loamy,42.85,36.8,24.12,15.52,carrot,1.25
clay,66.88,35.81,22.62,75.46,soybean,1.3
loamy,38.9,16.47,9.59,33.67,sunflower,2.69
loamy,66.49,26.34,13.99,92.91,wheat,1.41
sandy,23.9,2.77,1.41,24.45,peanuts,4.54
loamy,31.06,24.98,7.59,50.64,sunflower,2.68
loamy,7.12,8.3,5.55,22.83,barley,2.37
clay,93.62,44.88,24.45,65.89,wheat,1.23
loamy,6.82,-11.46,17.69,11.99,sunflower,2.73
clay,9.89,-4.57,10.53,0.42,soybean,1.49
loamy,34.1,23.11,8.73,57.49,rice,2.24
loamy,66.44,40.46,27.15,94.03,cotton,1.02
sandy,61.46,-7.18,21.01,77.15,barley,2.46
sandy,25.37,-22.05,0.19,24.05,maize,3.25
loamy,55.94,43.28,20.63,40.47,corn,2.95
loamy,94.79,35.18,26.49,95.82,soybean,1.26
sandy,28.21,-1.2,4.3,38.84,beans,3.59
sandy,21.31,28.87,5.48,12.87,cotton,1.13
clay,26.26,23.76,27.85,67.32,soybean,1.25
sandy,9.65,-22.4,0.4,2.25,maize,3.24
loamy,12.9,5.99,19.84,70.88,maize,4.6
sandy,27.78,-4.68,1.52,22.05,beans,4.02
clay,73.6,32.64,20.05,99.05,soybean,1.35
loamy,83.26,6.52,29.98,75.3,carrot,1.08
clay,96.29,18.74,19.41,85.53,maize,4.95
loamy,96.58,35.28,19.4,63.59,soybean,1.17
clay,30.49,19.75,25.42,84.17,maize,3.76
sandy,75.14,-2.5,4.44,14.24,rice,2.02
loamy,85.23,35.17,24.68,80.3,soybean,1.08
clay,50.05,4.34,18.36,43.22,wheat,1.12
clay,21.76,37.92,15.87,97.6,barley,2.47
loamy,42.53,21.78,17.38,80.25,soybean,1.21
loamy,76.48,26.4,28.84,72.69,wheat,1.05
clay,6.45,8.2,4.46,5.12,sunflower,1.83
loamy,44.46,20.65,9.48,34.85,sunflower,1.92
loamy,45.0,17.24,8.22,42.61,sunflower,2.54
loamy,98.16,42.19,17.04,9.11,rice,1.67
loamy,63.53,31.22,24.43,85.03,cotton,1.49
loamy,0.41,20.3,18.19,42.74,peanuts,4.74
sandy,27.42,-2.58,3.98,3.6,maize,3.61
loamy,88.2,42.17,23.96,61.3,carrot,1.1
sandy,3.02,-12.96,0.11,21.5,maize,4.75
loamy,45.59,5.95,8.62,12.49,peanuts,3.28
loamy,37.39,24.82,7.12,47.7,sunflower,2.19
clay,70.59,25.09,16.53,91.03,wheat,1.0
loamy,46.22,17.98,7.95,33.42,corn,2.87
clay,50.0,20.01,22.82,44.79,carrot,1.38
loamy,49.2,15.12,6.74,38.14,corn,2.16
sandy,12.45,7.66,23.39,26.84,sunflower,1.94
loamy,59.58,28.86,26.28,73.32,soybean,1.36
sandy,76.02,28.14,11.97,19.54,soybean,1.09
loamy,48.43,-6.8,16.02,47.44,carrot,1.34
loamy,34.32,19.35,6.88,49.41,corn,2.5
clay,18.34,39.17,20.5,42.54,soybean,1.14
sandy,69.24,5.64,18.68,39.93,barley,2.65
sandy,14.75,8.59,3.7,11.31,maize,3.36
clay,94.02,3.31,22.62,48.15,rice,2.77
loamy,33.69,18.51,8.13,44.88,barley,2.36
loamy,73.64,29.75,26.99,68.3,soybean,1.22
sandy,26.07,-9.5,3.16,15.2,beans,4.95
clay,0.11,33.07,18.04,45.09,sunflower,1.52
loamy,31.36,24.24,9.45,47.48,sunflower,2.71
sandy,84.11,25.41,18.31,37.53,maize,4.76
sandy,47.69,37.33,23.97,74.95,cotton,1.33
loamy,81.26,2.27,4.07,71.38,sunflower,2.88
loamy,4.86,34.68,15.7,96.03,maize,4.28
clay,58.29,-12.93,22.23,94.7,peanuts,3.14
clay,69.56,-5.42,28.73,87.48,carrot,1.3
loamy,62.45,38.94,3.08,82.04,beans,4.18
sandy,56.75,-6.54,23.69,90.69,carrot,1.19
sandy,39.21,3.83,26.33,70.22,soybean,1.08
clay,13.16,20.44,8.92,26.02,peanuts,3.22
loamy,32.04,18.84,6.37,47.9,rice,2.34
clay,44.78,9.13,23.13,52.59,barley,1.99
loamy,59.63,37.83,26.54,77.12,wheat,1.07
loamy,38.42,18.03,5.11,35.12,sunflower,1.63
loamy,42.67,22.35,9.18,44.0,rice,1.9
loamy,64.89,34.65,23.08,61.59,carrot,1.01
loamy,35.61,20.53,7.14,36.53,rice,2.13
clay,93.57,10.85,2.01,26.69,beans,3.83
loamy,98.05,39.27,5.83,35.91,beans,4.25
loamy,0.38,-4.39,2.55,86.25,soybean,1.48
loamy,82.79,31.66,22.41,81.81,carrot,1.04
clay,84.41,35.18,14.89,29.53,sunflower,1.64
loamy,64.78,32.72,12.21,79.62,cotton,1.13
sandy,52.68,13.85,4.08,22.54,carrot,1.34
sandy,77.71,14.1,10.51,44.36,beans,4.51
sandy,39.82,8.92,21.12,18.18,corn,2.2
loamy,57.91,33.21,18.0,85.09,cotton,1.06
clay,82.84,32.68,13.52,87.1,wheat,1.39
loamy,32.07,19.4,8.66,55.27,rice,2.9
loamy,28.99,2.42,28.53,30.52,carrot,1.21
loamy,64.47,18.79,1.75,61.63,sunflower,1.76
clay,31.81,22.59,16.74,29.81,sunflower,2.23
loamy,77.94,28.86,22.41,65.06,soybean,1.02
loamy,52.27,37.86,21.43,93.16,soybean,1.01
loamy,32.1,-7.26,16.71,56.16,beans,4.93
loamy,20.79,-2.2,0.07,26.98,cotton,1.19
sandy,23.43,3.01,2.81,16.91,peanuts,3.35
loamy,70.03,28.59,15.57,72.63,cotton,1.14
clay,24.73,20.24,9.67,52.73,peanuts,4.19
clay,61.53,39.45,8.73,38.27,maize,4.04
clay,30.63,34.03,18.8,95.69,maize,3.95
clay,67.86,28.46,16.87,94.99,wheat,1.43
clay,76.3,44.19,17.61,84.29,wheat,1.3
loamy,35.23,17.64,6.97,41.75,corn,1.57
sandy,46.65,32.59,22.71,94.71,wheat,1.3
loamy,79.53,2.76,16.28,32.28,rice,2.93
sandy,25.79,-13.75,0.5,23.77,beans,3.91
clay,81.16,30.97,26.07,67.92,carrot,1.07
loamy,54.85,35.81,12.34,71.16,carrot,1.37
loamy,82.38,3.67,14.74,66.88,sunflower,1.95
clay,66.64,20.34,27.43,42.04,peanuts,4.41
sandy,88.1,6.91,23.94,13.73,sunflower,1.98
loamy,48.25,17.17,9.97,47.19,sunflower,2.21
clay,23.8,10.7,24.57,41.49,beans,3.25
sandy,52.6,6.05,2.02,59.18,carrot,1.42
loamy,46.36,18.17,5.73,38.73,corn,2.22
loamy,89.26,14.95,6.63,60.14,corn,2.74
loamy,35.55,19.7,4.0,23.09,sunflower,1.95
sandy,89.43,-5.67,5.41,16.63,corn,2.56
loamy,34.66,13.58,22.39,70.54,sunflower,1.97
sandy,39.47,41.31,19.72,53.88,corn,1.57
loamy,67.04,40.81,10.09,63.41,soybean,1.25
sandy,26.5,14.99,5.6,42.67,sunflower,2.58
clay,16.36,10.8,23.21,33.91,rice,2.53
loamy,43.02,16.16,6.74,48.66,rice,2.0
sandy,5.78,-20.02,1.08,13.12,maize,3.78
clay,95.67,44.12,4.45,57.56,soybean,1.22
sandy,21.11,-5.72,2.7,32.25,peanuts,3.31
sandy,54.03,10.81,25.35,59.23,carrot,1.12
loamy,54.61,42.77,13.94,59.27,soybean,1.4
loamy,45.46,20.14,7.94,44.87,barley,1.68
loamy,59.68,30.26,21.65,69.05,soybean,1.35
sandy,11.94,0.27,0.41,37.44,maize,3.42
sandy,92.94,25.71,20.44,55.54,beans,3.41
loamy,43.37,17.4,9.71,35.72,corn,2.59
loamy,31.53,20.26,7.91,36.57,corn,1.97
clay,5.85,18.28,13.72,26.16,wheat,1.46
sandy,29.27,-8.94,2.07,39.48,maize,4.66
clay,54.91,27.79,17.35,13.67,wheat,1.06
loamy,3.59,42.06,12.89,77.84,soybean,1.2
clay,17.98,10.45,7.96,82.96,corn,2.66
clay,62.76,37.32,12.69,99.81,wheat,1.43
loamy,41.02,16.16,9.29,46.28,sunflower,2.35
clay,53.25,19.39,5.53,10.6,rice,2.4
clay,82.28,43.69,21.78,77.21,carrot,1.39
loamy,35.43,22.68,5.0,35.61,sunflower,1.61
loamy,33.25,24.07,5.93,51.0,rice,1.92
loamy,56.79,11.38,26.86,98.51,peanuts,4.45
loamy,16.07,11.84,11.54,66.19,sunflower,2.81
loamy,48.3,19.74,6.22,40.3,sunflower,1.95
loamy,74.02,30.87,17.9,64.7,wheat,1.04
sandy,12.94,-4.95,2.35,11.66,maize,3.19
clay,7.43,-7.69,26.23,19.99,soybean,1.37
loamy,35.85,24.8,9.72,59.71,corn,2.2
clay,94.5,37.05,29.47,63.07,carrot,1.2
sandy,56.33,42.42,1.88,69.13,carrot,1.43
clay,55.25,36.24,12.38,63.53,cotton,1.33
sandy,8.56,-3.91,4.41,2.64,peanuts,3.94
loamy,44.06,17.25,8.5,46.59,sunflower,2.61
loamy,23.72,33.51,7.92,0.99,sunflower,2.22
loamy,3.0,30.31,22.18,77.41,maize,4.4
loamy,40.69,20.25,6.9,35.16,corn,2.72
sandy,71.26,5.93,22.74,92.24,rice,2.5
loamy,62.26,44.23,12.56,68.85,wheat,1.37
clay,57.34,37.15,14.32,82.02,cotton,1.02
loamy,39.79,16.33,9.8,50.33,rice,2.34
loamy,4.39,-6.19,1.78,55.05,soybean,1.29
sandy,97.17,22.92,17.65,65.67,carrot,1.1
sandy,80.26,-7.71,3.8,3.69,soybean,1.45
loamy,38.27,-3.77,19.03,83.29,maize,4.05
sandy,22.67,10.6,3.29,27.84,beans,4.85
sandy,82.39,36.51,19.18,2.82,maize,4.52
sandy,93.05,-0.84,28.91,68.18,rice,1.56
loamy,37.34,15.59,8.34,32.9,sunflower,2.17
sandy,22.75,12.55,2.84,36.18,beans,3.21
sandy,94.36,-1.56,9.33,31.37,maize,3.42
loamy,45.48,20.2,8.53,40.48,rice,2.45
clay,11.55,-1.45,2.47,80.3,soybean,1.37
clay,27.89,14.26,7.86,2.19,cotton,1.44
sandy,9.72,-2.54,3.2,24.54,maize,3.66
clay,31.02,14.04,8.17,36.07,barley,1.86
loamy,73.02,38.23,19.7,71.01,wheat,1.12
loamy,72.23,34.94,23.35,67.27,cotton,1.1
sandy,27.49,-20.99,3.05,28.34,peanuts,3.26
sandy,16.26,-12.97,4.83,31.97,peanuts,4.12
loamy,74.98,1.49,11.16,87.89,sunflower,2.64
sandy,22.56,13.29,1.09,35.92,beans,3.5
sandy,67.15,-6.34,9.61,65.65,rice,2.71
loamy,35.29,18.77,5.09,33.78,rice,2.19
clay,94.48,40.11,10.97,60.75,carrot,1.21
sandy,29.62,-22.15,4.09,9.5,maize,4.47
loamy,43.07,18.39,8.67,58.94,corn,1.66
sandy,12.42,7.37,0.94,21.09,maize,4.58
sandy,32.2,37.88,0.2,27.35,cotton,1.14
sandy,60.86,6.16,13.59,39.01,peanuts,3.63
sandy,12.54,-6.96,18.0,12.38,barley,2.55
loamy,58.06,41.64,11.5,89.98,cotton,1.11
sandy,27.18,-17.2,1.98,23.68,beans,3.08
loamy,32.14,22.78,6.85,39.29,sunflower,1.55
sandy,22.12,-23.64,0.35,10.89,beans,3.75
